"Kod";"Nazwa";"ogółem;ogółem;2019;[osoba]";
3206084;"Trzcińsko-Zdrój - miasto (4)";2248;
3206085;"Trzcińsko-Zdrój - obszar wiejski (5)";3023;
3206092;"Widuchowa (2)";5407;
3207000;"Powiat kamieński";46999;
3207013;"Dziwnów (3)";3957;
3207014;"Dziwnów - miasto (4)";2660;
3207015;"Dziwnów - obszar wiejski (5)";1297;
3207023;"Golczewo (3)";5871;
3207024;"Golczewo - miasto (4)";2660;
3207025;"Golczewo - obszar wiejski (5)";3211;
3207033;"Kamień Pomorski (3)";14377;
3207034;"Kamień Pomorski - miasto (4)";8808;
3207035;"Kamień Pomorski - obszar wiejski (5)";5569;
3207043;"Międzyzdroje (3)";6452;
3207044;"Międzyzdroje - miasto (4)";5343;
3207045;"Międzyzdroje - obszar wiejski (5)";1109;
3207052;"Świerzno (2)";4227;
3207063;"Wolin (3)";12115;
3207064;"Wolin - miasto (4)";4770;
3207065;"Wolin - obszar wiejski (5)";7345;
3208000;"Powiat kołobrzeski";79438;
3208011;"Kołobrzeg (1)";46259;
3208022;"Dygowo (2)";5592;
3208033;"Gościno (3)";5138;
3208034;"Gościno - miasto (4)";2418;
3208035;"Gościno - obszar wiejski (5)";2720;
3208042;"Kołobrzeg (2)";10982;
3208052;"Rymań (2)";3929;
3208062;"Siemyśl (2)";3853;
3208072;"Ustronie Morskie (2)";3685;
3209000;"Powiat koszaliński";66480;
3209012;"Będzino (2)";8659;
3209022;"Biesiekierz (2)";7154;
3209033;"Bobolice (3)";8898;
3209034;"Bobolice - miasto (4)";3961;
3209035;"Bobolice - obszar wiejski (5)";4937;
3209042;"Manowo (2)";6948;
3209053;"Mielno (3)";4888;
3209054;"Mielno - miasto (4)";2914;
3209055;"Mielno - obszar wiejski (5)";1974;
3209063;"Polanów (3)";8610;
3209064;"Polanów - miasto (4)";2889;
3209065;"Polanów - obszar wiejski (5)";5721;
3209073;"Sianów (3)";13853;
3209074;"Sianów - miasto (4)";6621;
3209075;"Sianów - obszar wiejski (5)";7232;
3209082;"Świeszyno (2)";7470;
3210000;"Powiat myśliborski";65638;
3210013;"Barlinek (3)";19244;
3210014;"Barlinek - miasto (4)";13663;
3210015;"Barlinek - obszar wiejski (5)";5581;
3210022;"Boleszkowice (2)";2849;
3210033;"Dębno (3)";20486;
3210034;"Dębno - miasto (4)";13696;
3210035;"Dębno - obszar wiejski (5)";6790;
3210043;"Myślibórz (3)";19702;
3210044;"Myślibórz - miasto (4)";11109;
3210045;"Myślibórz - obszar wiejski (5)";8593;
3210052;"Nowogródek Pomorski (2)";3357;
3211000;"Powiat policki";80652;
3211012;"Dobra (Szczecińska) (2)";24292;
3211022;"Kołbaskowo (2)";13436;
3211033;"Nowe Warpno (3)";1636;
3211034;"Nowe Warpno - miasto (4)";1181;
3211035;"Nowe Warpno - obszar wiejski (5)";455;
3211043;"Police (3)";41288;
3211044;"Police - miasto (4)";32490;
3211045;"Police - obszar wiejski (5)";8798;
3212000;"Powiat pyrzycki";39336;
3212012;"Bielice (2)";3122;
3212022;"Kozielice (2)";2477;
3212033;"Lipiany (3)";5832;
3212034;"Lipiany - miasto (4)";3908;
3212035;"Lipiany - obszar wiejski (5)";1924;
3212042;"Przelewice (2)";5129;
3212053;"Pyrzyce (3)";19313;
3212054;"Pyrzyce - miasto (4)";12578;
3212055;"Pyrzyce - obszar wiejski (5)";6735;
3212062;"Warnice (2)";3463;
3213000;"Powiat sławieński";56134;
3213011;"Darłowo (1)";13695;
3213021;"Sławno (1)";12468;
3213032;"Darłowo (2)";7949;
3213042;"Malechowo (2)";6264;
3213052;"Postomino (2)";6891;
3213062;"Sławno (2)";8867;
3214000;"Powiat stargardzki";120186;
3214011;"Stargard (1)";67837;
3214023;"Chociwel (3)";5804;
3214024;"Chociwel - miasto (4)";3150;
3214025;"Chociwel - obszar wiejski (5)";2654;
3214033;"Dobrzany (3)";4800;
3214034;"Dobrzany - miasto (4)";2247;
3214035;"Dobrzany - obszar wiejski (5)";2553;
3214042;"Dolice (2)";7802;
3214053;"Ińsko (3)";3346;
3214054;"Ińsko - miasto (4)";1918;
3214055;"Ińsko - obszar wiejski (5)";1428;
3214062;"Kobylanka (2)";5714;
3214082;"Marianowo (2)";3113;
3214092;"Stara Dąbrowa (2)";3720;
3214102;"Stargard (2)";13752;
3214113;"Suchań (3)";4298;
3214114;"Suchań - miasto (4)";1462;
3214115;"Suchań - obszar wiejski (5)";2836;
3215000;"Powiat szczecinecki";77630;
3215011;"Szczecinek (1)";40043;
3215023;"Barwice (3)";8478;
3215024;"Barwice - miasto (4)";3686;
3215025;"Barwice - obszar wiejski (5)";4792;
3215033;"Biały Bór (3)";5294;
3215034;"Biały Bór - miasto (4)";2210;
3215035;"Biały Bór - obszar wiejski (5)";3084;
3215043;"Borne Sulinowo (3)";9935;
3215044;"Borne Sulinowo - miasto (4)";5099;
3215045;"Borne Sulinowo - obszar wiejski (5)";4836;
3215052;"Grzmiąca (2)";4665;
3215062;"Szczecinek (2)";9215;
3216000;"Powiat świdwiński";46724;
3216011;"Świdwin (1)";15468;
3216022;"Brzeżno (2)";2766;
3216033;"Połczyn-Zdrój (3)";15118;
3216034;"Połczyn-Zdrój - miasto (4)";8020;
3216035;"Połczyn-Zdrój - obszar wiejski (5)";7098;
3216042;"Rąbino (2)";3560;
3216052;"Sławoborze (2)";3994;
3216062;"Świdwin (2)";5818;
3217000;"Powiat wałecki";53039;
3217011;"Wałcz (1)";25179;
3217023;"Człopa (3)";4891;
3217024;"Człopa - miasto (4)";2306;
3217025;"Człopa - obszar wiejski (5)";2585;
3217033;"Mirosławiec (3)";5402;
3217034;"Mirosławiec - miasto (4)";3066;
3217035;"Mirosławiec - obszar wiejski (5)";2336;
3217043;"Tuczno (3)";4890;
3217044;"Tuczno - miasto (4)";1913;
3217045;"Tuczno - obszar wiejski (5)";2977;
3217052;"Wałcz (2)";12677;
3218000;"Powiat łobeski";36696;
3218013;"Dobra (3)";4363;
3218014;"Dobra - miasto (4)";2290;
3218015;"Dobra - obszar wiejski (5)";2073;
3218023;"Łobez (3)";13863;
3218024;"Łobez - miasto (4)";10066;
3218025;"Łobez - obszar wiejski (5)";3797;
3218032;"Radowo Małe (2)";3592;
3218043;"Resko (3)";7988;
3218044;"Resko - miasto (4)";4205;
3218045;"Resko - obszar wiejski (5)";3783;
3218053;"Węgorzyno (3)";6890;
3218054;"Węgorzyno - miasto (4)";2779;
3218055;"Węgorzyno - obszar wiejski (5)";4111;
3261000;"Powiat m.Koszalin";107048;
3261011;"Koszalin (1)";107048;
3262000;"Powiat m.Szczecin";401907;
3262011;"Szczecin (1)";401907;
3263000;"Powiat m.Świnoujście";40888;
3263011;"Świnoujście (1)";40888;
